idSeguro;idSubProduto;DataQuitacao
12746129;179;2/4/2020
12446207;179;27/6/2020
12865439;179;7/6/2020
13151029;179;27/6/2020
12988594;179;22/4/2020
12915058;179;2/5/2020
12690977;179;2/6/2020
12805049;179;27/6/2020
12838683;179;7/5/2020
12693643;179;2/3/2020
12985928;179;27/4/2020
12949160;179;27/5/2020
12846771;179;22/5/2020
12888563;179;2/4/2020
13059547;179;12/6/2020
13003844;179;22/6/2020
12786381;179;7/4/2020
12770947;179;2/4/2020
12860107;179;27/6/2020
12951826;179;7/4/2020
13032347;179;7/5/2020
13057598;179;27/6/2020
12442729;179;7/3/2020
13023964;179;2/6/2020
12446651;179;2/3/2020
12930592;179;22/4/2020
13002096;179;27/4/2020
13048735;179;7/5/2020
12917807;179;27/4/2020
13153636;179;27/6/2020
12993233;179;2/6/2020
12875357;179;2/4/2020
13106950;179;27/6/2020
12829032;179;27/2/2020
12870463;179;27/5/2020
12773530;179;2/4/2020
12967911;179;27/3/2020
12708928;179;2/4/2020
12782062;179;2/3/2020
13117573;179;27/6/2020
13018318;179;27/6/2020
12692926;179;17/3/2020
12851795;179;2/6/2020
12736762;179;22/4/2020
13039919;179;7/6/2020
12705711;179;22/3/2020
12439512;179;7/3/2020
13131567;179;27/6/2020
12795398;179;22/3/2020
12824559;179;2/4/2020
13075698;179;17/6/2020
13060264;179;27/3/2020
13126673;179;7/6/2020
12803242;179;27/5/2020
12745578;179;27/4/2020
12937494;179;7/4/2020
13101221;179;27/6/2020
12987267;179;17/5/2020
12913731;179;22/3/2020
12947365;179;7/6/2020
12730245;179;7/5/2020
13064654;179;27/5/2020
12903943;179;22/6/2020
12866073;179;7/6/2020
12969250;179;2/6/2020
12732206;179;7/3/2020
12919614;179;27/4/2020
12858229;179;7/4/2020
12953248;179;2/3/2020
12935616;179;12/5/2020
13011096;179;17/5/2020
12966033;179;12/6/2020
12733462;179;27/5/2020
12845444;179;27/4/2020
12828244;179;27/4/2020
13150502;179;27/6/2020
12876145;179;2/4/2020
12760662;179;2/5/2020
12884724;179;7/3/2020
12976443;179;22/5/2020
13122283;179;2/6/2020
12770313;179;22/4/2020
12873479;179;2/6/2020
12962816;179;27/4/2020
13054298;179;27/5/2020
13002517;179;7/5/2020
12764430;179;2/4/2020
12937998;179;7/4/2020
12779129;179;2/5/2020
12766391;179;2/5/2020
13027335;179;27/6/2020
12876696;179;2/4/2020
12769057;179;7/3/2020
13057515;179;2/5/2020
12790374;179;7/6/2020
12912475;179;27/4/2020
13117656;179;27/6/2020
12998879;179;7/5/2020
13020196;179;22/5/2020
12777790;179;2/5/2020
12904731;179;2/4/2020
12695509;179;2/3/2020
12882846;179;17/4/2020
12907664;179;12/4/2020
13065371;179;27/6/2020
12717377;179;22/2/2020
12932482;179;2/5/2020
12747794;179;2/5/2020
12887473;179;22/4/2020
12910330;179;27/4/2020
12913814;179;22/3/2020
12742479;179;22/5/2020
12692292;179;27/6/2020
12919697;179;22/4/2020
13012518;179;12/5/2020
12769679;179;27/3/2020
12722555;179;27/3/2020
13003234;179;2/6/2020
12444068;179;27/3/2020
12818042;179;27/5/2020
12931931;179;27/4/2020
12701155;179;27/2/2020
12837966;179;27/5/2020
13042935;179;12/6/2020
12947916;179;7/5/2020
12729694;179;12/3/2020
12773447;179;2/3/2020
13006451;179;7/6/2020
12929265;179;2/4/2020
12723106;179;2/3/2020
13018952;179;27/6/2020
12975400;179;12/5/2020
13154258;179;27/6/2020
12820708;179;2/5/2020
12697938;179;27/2/2020
12712637;179;27/2/2020
13080254;179;7/4/2020
13082215;179;22/5/2020
12742396;179;12/5/2020
12698572;179;27/6/2020
12692375;179;2/3/2020
13073399;179;27/5/2020
13035529;179;27/5/2020
12885595;179;2/4/2020
13149868;179;27/6/2020
12862080;179;2/5/2020
12445407;179;2/3/2020
12980294;179;7/6/2020
12978333;179;27/4/2020
12871180;179;2/5/2020
12892497;179;22/3/2020
13082920;179;22/6/2020
13107371;179;12/6/2020
13101855;179;27/6/2020
13033615;179;27/6/2020
12705160;179;27/2/2020
12731572;179;27/6/2020
12703904;179;27/3/2020
12987433;179;7/4/2020
12960784;179;7/4/2020
12793425;179;27/5/2020
13140300;179;22/6/2020
12886146;179;2/3/2020
12858395;179;27/6/2020
12732828;179;27/2/2020
13126590;179;27/5/2020
13070887;179;12/5/2020
13022086;179;27/4/2020
13094449;179;27/5/2020
12861612;179;7/5/2020
12802525;179;27/5/2020
13074104;179;12/5/2020
12757362;179;27/3/2020
12953965;179;7/4/2020
12715938;179;27/3/2020
13067468;179;7/6/2020
12991384;179;7/6/2020
13058652;179;2/6/2020
13054025;179;27/6/2020
12950748;179;22/4/2020
12958906;179;7/3/2020
12889363;179;2/6/2020
12966750;179;27/6/2020
12876411;179;27/4/2020
12978599;179;27/4/2020
12854810;179;2/4/2020
13010018;179;27/5/2020
13013940;179;2/6/2020
12765674;179;27/5/2020
12703187;179;2/4/2020
12802893;179;17/4/2020
12814191;179;22/6/2020
12717745;179;27/6/2020
12790108;179;27/6/2020
12916663;179;2/5/2020
12941481;179;2/6/2020
12710089;179;27/4/2020
12958989;179;7/4/2020
12762374;179;27/4/2020
12914785;179;17/5/2020
12861244;179;27/4/2020
12987616;179;27/4/2020
13133172;179;2/5/2020
12961655;179;2/5/2020
12864461;179;7/5/2020
13015267;179;27/6/2020
12844104;179;7/6/2020
13143695;179;27/5/2020
12774691;179;27/2/2020
12725506;179;27/3/2020
12842143;179;27/4/2020
12852932;179;27/5/2020
12854893;179;12/3/2020
12873828;179;7/3/2020
12896585;179;27/5/2020
12812177;179;22/4/2020
12978048;179;2/4/2020
13015818;179;27/6/2020
13096339;179;27/6/2020
12701072;179;7/3/2020
12884819;179;27/6/2020
12976117;179;2/6/2020
13011357;179;27/5/2020
13013318;179;27/6/2020
12877045;179;2/4/2020
12801554;179;27/3/2020
12690082;179;2/3/2020
12894470;179;7/4/2020
12856149;179;2/3/2020
12757350;179;27/2/2020
12779669;179;27/2/2020
12909169;179;22/3/2020
12722206;179;22/3/2020
12783591;179;27/4/2020
13062503;179;27/4/2020
13043835;179;27/5/2020
12986372;179;7/6/2020
13034919;179;27/6/2020
13091410;179;27/5/2020
12905952;179;12/4/2020
12897136;179;22/4/2020
12899097;179;12/5/2020
12770135;179;17/6/2020
12909720;179;7/5/2020
12446936;179;2/4/2020
12921219;179;27/4/2020
12793159;179;22/2/2020
12929063;179;2/6/2020
12822420;179;12/6/2020
13098312;179;2/6/2020
12736484;179;27/3/2020
13144939;179;12/6/2020
12844021;179;22/4/2020
12972983;179;27/4/2020
12887568;179;17/4/2020
12924436;179;2/6/2020
12692197;179;12/6/2020
12700355;179;7/4/2020
12906503;179;27/4/2020
13079093;179;27/6/2020
12881685;179;2/4/2020
12780374;179;2/4/2020
13039309;179;27/5/2020
13043752;179;27/5/2020
12760484;179;2/3/2020
12786725;179;2/3/2020
12897219;179;27/5/2020
12849093;179;2/5/2020
12929697;179;2/6/2020
12904121;179;27/3/2020
12816691;179;2/4/2020
12709538;179;2/3/2020
13019118;179;2/6/2020
13033159;179;7/6/2020
12832693;179;2/6/2020
12906586;179;2/5/2020
12942903;179;22/5/2020
13091327;179;27/6/2020
13093288;179;27/5/2020
13025552;179;27/5/2020
12923263;179;17/3/2020
12856783;179;27/3/2020
13154590;179;27/6/2020
12937304;179;2/4/2020
12864627;179;7/4/2020
13071236;179;22/5/2020
12915419;179;27/3/2020
12828220;179;12/4/2020
12985821;179;7/5/2020
13064393;179;7/5/2020
12921385;179;2/5/2020
12839044;179;7/3/2020
12937387;179;27/4/2020
12718355;179;27/4/2020
12730435;179;27/2/2020
13026974;179;7/5/2020
12817159;179;27/6/2020
12747616;179;22/3/2020
12909803;179;7/3/2020
13033876;179;22/3/2020
12996106;179;27/4/2020
12717650;179;17/4/2020
12787193;179;2/5/2020
12760401;179;27/5/2020
12723533;179;7/3/2020
12704899;179;7/5/2020
12847215;179;2/5/2020
13156646;179;27/6/2020
12718906;179;2/6/2020
12726750;179;22/3/2020
13047840;179;27/5/2020
12911029;179;27/3/2020
12807271;179;27/4/2020
12925070;179;27/4/2020
12701682;179;27/2/2020
12999323;179;22/5/2020
12953272;179;7/5/2020
12875250;179;2/5/2020
12766835;179;17/4/2020
12986538;179;7/6/2020
12821235;179;7/6/2020
12811460;179;27/4/2020
12834020;179;27/4/2020
12985904;179;7/5/2020
12891970;179;2/5/2020
12897853;179;2/5/2020
12778234;179;2/3/2020
12726667;179;2/4/2020
13076510;179;27/6/2020
12769418;179;27/3/2020
12695882;179;2/3/2020
12444175;179;12/6/2020
13166564;179;27/6/2020
13134677;179;27/5/2020
13161670;179;27/6/2020
12727923;179;27/4/2020
13045091;179;2/6/2020
12743925;179;27/5/2020
12698548;179;12/3/2020
12722040;179;7/3/2020
12866517;179;27/4/2020
12443624;179;27/3/2020
13102738;179;27/6/2020
13060074;179;22/4/2020
12824369;179;27/3/2020
12753967;179;27/4/2020
12717099;179;12/6/2020
12907220;179;7/5/2020
12860634;179;7/3/2020
12807739;179;27/4/2020
12731140;179;27/5/2020
12837154;179;2/4/2020
12967479;179;7/4/2020
13056164;179;27/5/2020
12969440;179;27/4/2020
12753884;179;27/3/2020
13022981;179;22/6/2020
12759767;179;27/5/2020
12441746;179;27/4/2020
13055459;179;7/6/2020
12888836;179;17/4/2020
12973078;179;7/4/2020
12851066;179;12/5/2020
13059381;179;7/6/2020
12735684;179;27/2/2020
13077227;179;27/6/2020
12934804;179;27/5/2020
13001213;179;27/6/2020
12858205;179;7/4/2020
12693909;179;2/5/2020
12880524;179;27/3/2020
12781535;179;27/6/2020
13065732;179;2/5/2020
13040192;179;7/6/2020
12717016;179;7/3/2020
13031376;179;27/4/2020
12966928;179;22/5/2020
12886407;179;7/3/2020
12985211;179;27/3/2020
12957828;179;2/6/2020
12800754;179;7/3/2020
12990389;179;27/6/2020
13060791;179;7/5/2020
12710616;179;17/3/2020
12893309;179;2/6/2020
12936060;179;27/6/2020
12895270;179;12/6/2020
12908008;179;7/6/2020
12695248;179;7/3/2020
12888919;179;2/3/2020
12922102;179;22/4/2020
13017957;179;27/5/2020
12941037;179;7/6/2020
12777600;179;2/3/2020
13092127;179;27/6/2020
13073292;179;2/5/2020
12724777;179;27/6/2020
12732935;179;22/6/2020
12839032;179;22/3/2020
12767528;179;2/6/2020
12845971;179;27/4/2020
12895821;179;7/4/2020
12961128;179;12/5/2020
12821069;179;2/4/2020
13014740;179;22/5/2020
13086244;179;7/6/2020
12849188;179;7/4/2020
12778151;179;27/6/2020
12834115;179;12/5/2020
13011979;179;22/5/2020
12949492;179;7/4/2020
12927487;179;2/6/2020
12447007;179;7/3/2020
12763713;179;12/3/2020
12970388;179;2/5/2020
12778412;179;17/3/2020
12441124;179;2/3/2020
13050257;179;7/4/2020
12985738;179;27/4/2020
12899719;179;2/4/2020
12825015;179;7/4/2020
13079164;179;27/5/2020
12841017;179;2/4/2020
12723628;179;2/3/2020
12804149;179;27/5/2020
12934626;179;27/4/2020
12698643;179;2/6/2020
12957028;179;2/5/2020
12962911;179;7/5/2020
12808539;179;2/4/2020
13024681;179;2/4/2020
12934709;179;27/2/2020
12689543;179;7/3/2020
12693465;179;7/3/2020
13063042;179;27/6/2020
12447641;179;12/3/2020
12740252;179;27/2/2020
12709467;179;7/3/2020
12781713;179;27/4/2020
12824464;179;27/6/2020
13023425;179;27/5/2020
12928275;179;27/6/2020
12756728;179;17/6/2020
12847754;179;2/4/2020
12772730;179;7/3/2020
12770769;179;2/4/2020
13075710;179;27/6/2020
12875789;179;7/6/2020
13094378;179;27/5/2020
13013857;179;22/6/2020
13054647;179;7/6/2020
13038675;179;2/4/2020
12769513;179;2/4/2020
12692914;179;22/4/2020
12911568;179;7/3/2020
12773435;179;27/6/2020
12704994;179;22/4/2020
12882858;179;12/6/2020
12940308;179;2/5/2020
12931575;179;27/5/2020
12892509;179;2/5/2020
12740169;179;27/3/2020
13156468;179;27/6/2020
12795671;179;12/5/2020
12854188;179;27/2/2020
12710711;179;2/4/2020
12743386;179;22/4/2020
12912907;179;22/4/2020
13022181;179;22/4/2020
12721501;179;27/6/2020
12895175;179;27/2/2020
12918790;179;27/6/2020
12798888;179;2/5/2020
12996177;179;27/5/2020
13052147;179;7/4/2020
12882941;179;27/6/2020
12837166;179;2/4/2020
12809114;179;27/4/2020
12901609;179;22/4/2020
13010652;179;22/6/2020
12950126;179;12/5/2020
13089917;179;27/6/2020
12875872;179;2/5/2020
13125132;179;27/6/2020
12977426;179;27/4/2020
13015196;179;27/4/2020
13101399;179;27/6/2020
12787981;179;2/4/2020
12972361;179;2/6/2020
12848388;179;7/6/2020
12732479;179;22/3/2020
12738362;179;22/3/2020
12893848;179;7/5/2020
12441841;179;12/3/2020
12704360;179;7/4/2020
12733030;179;7/3/2020
13133794;179;27/6/2020
12990928;179;2/6/2020
12919424;179;27/3/2020
12826964;179;27/3/2020
12690153;179;22/5/2020
13129700;179;27/5/2020
12858039;179;27/4/2020
12738279;179;7/4/2020
13013247;179;2/6/2020
13066354;179;2/6/2020
12935426;179;22/2/2020
13019130;179;27/4/2020
12957745;179;7/5/2020
12799664;179;27/2/2020
12998067;179;2/5/2020
12819825;179;27/3/2020
12976182;179;7/4/2020
12914797;179;12/4/2020
13055530;179;27/5/2020
12886946;179;27/2/2020
12797466;179;2/4/2020
12447463;179;2/5/2020
12722828;179;27/3/2020
13070697;179;2/6/2020
12841426;179;12/5/2020
12898558;179;27/6/2020
12985282;179;17/5/2020
12699721;179;7/4/2020
12848471;179;27/6/2020
12997362;179;27/6/2020
12838493;179;7/3/2020
13090083;179;12/6/2020
12952016;179;12/5/2020
13065098;179;27/6/2020
12855610;179;22/4/2020
12874545;179;22/6/2020
12690621;179;27/3/2020
12790564;179;22/3/2020
12871612;179;27/3/2020
12777529;179;27/6/2020
12899109;179;7/4/2020
13081688;179;27/6/2020
12849022;179;7/5/2020
13141041;179;27/5/2020
13083649;179;22/6/2020
12701060;179;2/3/2020
13026186;179;22/4/2020
12727372;179;27/4/2020
12967396;179;22/4/2020
12722745;179;27/3/2020
12856161;179;2/4/2020
12765496;179;2/6/2020
13096434;179;27/6/2020
12913624;179;27/6/2020
12859378;179;7/5/2020
12954060;179;7/5/2020
13111115;179;27/5/2020
12786559;179;27/5/2020
13000496;179;27/4/2020
13037514;179;27/3/2020
13066929;179;7/6/2020
12735062;179;2/6/2020
12880441;179;2/4/2020
12779657;179;2/4/2020
12838410;179;2/4/2020
12757889;179;22/2/2020
13079881;179;17/6/2020
13009479;179;22/6/2020
12693370;179;2/3/2020
12921314;179;22/3/2020
12730506;179;27/2/2020
12849810;179;12/5/2020
12728545;179;2/3/2020
12874628;179;27/3/2020
12876589;179;22/4/2020
12829310;179;2/3/2020
12439785;179;2/3/2020
12823113;179;2/4/2020
12757806;179;7/5/2020
13125849;179;7/6/2020
12760472;179;7/4/2020
12704970;179;2/3/2020
12896680;179;2/4/2020
12815974;179;12/4/2020
12691243;179;7/3/2020
12745756;179;27/2/2020
12936765;179;27/6/2020
13120517;179;27/5/2020
12878563;179;7/4/2020
12764240;179;22/3/2020
12872246;179;2/4/2020
12964967;179;7/5/2020
12768162;179;22/3/2020
12894565;179;7/5/2020
12718977;179;2/3/2020
13053652;179;7/6/2020
12865344;179;2/5/2020
12755140;179;27/6/2020
12716311;179;27/4/2020
12823581;179;17/6/2020
12692653;179;27/2/2020
12955867;179;27/3/2020
12802715;179;27/6/2020
13143073;179;7/6/2020
12450692;179;22/2/2020
12971200;179;27/3/2020
13072036;179;2/5/2020
12993677;179;7/4/2020
12703092;179;7/5/2020
12934182;179;2/3/2020
13040814;179;2/4/2020
12991011;179;2/6/2020
12959167;179;2/5/2020
12709994;179;7/6/2020
12718894;179;22/3/2020
13090166;179;7/6/2020
12763606;179;27/4/2020
12927748;179;22/5/2020
12933631;179;27/3/2020
13026352;179;2/6/2020
12815891;179;12/6/2020
12906130;179;2/6/2020
13148251;179;27/6/2020
12727289;179;27/4/2020
12807810;179;27/2/2020
12741330;179;27/2/2020
13056544;179;2/5/2020
13046425;179;27/4/2020
13124871;179;7/6/2020
13024871;179;27/6/2020
13062427;179;22/6/2020
13012791;179;27/4/2020
13042503;179;7/4/2020
13011535;179;27/5/2020
12823144;179;7/4/2020
12912831;179;27/6/2020
13120244;179;27/6/2020
13070538;179;2/6/2020
13142463;179;27/6/2020
12904299;179;27/4/2020
12754506;179;2/4/2020
13033971;179;2/6/2020
12767291;179;17/5/2020
12905004;179;22/3/2020
13061171;179;2/6/2020
13012086;179;27/4/2020
12954580;179;27/2/2020
12995116;179;12/6/2020
12715297;179;27/4/2020
12729338;179;7/3/2020
12447748;179;7/3/2020
12704379;179;27/2/2020
13051520;179;7/6/2020
12799078;179;27/4/2020
13039487;179;7/4/2020
12753872;179;17/6/2020
12873217;179;12/4/2020
12931582;179;2/6/2020
12759755;179;7/3/2020
12889553;179;12/5/2020
12992450;179;22/4/2020
12891514;179;2/3/2020
12744588;179;27/4/2020
12763523;179;2/4/2020
13055205;179;27/5/2020
12979665;179;27/4/2020
13061088;179;2/5/2020
12953989;179;27/4/2020
12744968;179;7/3/2020
12806554;179;27/5/2020
13012625;179;27/4/2020
13079810;179;27/6/2020
12814635;179;27/4/2020
13042040;179;27/5/2020
12789847;179;7/5/2020
12750116;179;7/3/2020
12755999;179;27/4/2020
12691480;179;22/5/2020
12729250;179;27/2/2020
12975590;179;17/6/2020
13149602;179;27/6/2020
13018674;179;27/6/2020
13060466;179;12/5/2020
13095159;179;27/6/2020
12917458;179;27/4/2020
13002759;179;27/5/2020
13032715;179;12/6/2020
12766035;179;27/2/2020
12708218;179;27/5/2020
13023615;179;12/6/2020
12930794;179;2/5/2020
12727460;179;22/4/2020
12825105;179;22/6/2020
12896609;179;2/5/2020
12962975;179;22/4/2020
12863566;179;7/4/2020
12806217;179;27/2/2020
12730677;179;17/3/2020
12867488;179;27/6/2020
12921143;179;2/4/2020
12953875;179;7/4/2020
12990572;179;27/5/2020
12821888;179;27/4/2020
12733894;179;22/6/2020
13025813;179;7/6/2020
12755211;179;27/5/2020
12977787;179;7/6/2020
12759133;179;27/4/2020
13077664;179;27/5/2020
12848820;179;2/5/2020
13006527;179;27/6/2020
12717892;179;22/2/2020
12875599;179;12/5/2020
12993155;179;17/6/2020
13040743;179;7/6/2020
12755128;179;27/5/2020
13146468;179;27/6/2020
12997077;179;2/6/2020
12827534;179;2/6/2020
12443826;179;22/2/2020
